,0,1,2,3,4,5,6,7,8
1377,TRIM16L,ARHGDIA,CTNNB1,APH1B,ZNF350,PMEPA1,C1orf186,ING5,FBXO21
1378,AEBP1,CCDC94,GOT2,MLTK,TMEM199,HIST1H2BJ,FZD2,VPS26B,TARSL2
1379,MRVI1-AS1,METTL8,GGNBP2,COLGALT1,API5,PEX16,LINC00957,KDM3B,RARA
1380,ZNF841,OXLD1,COPS4,DMAP1,LYRM2,KCNH3,RP13-753N3.1,RP11-110I1.14,RP11-792A8.4
1381,GNG3,PJA1,VPS13C,RARS,SCAPER,ACVR2B,KDM4A-AS1,ZNF433,AKR1C3
1382,REPS2,CD2AP,USP7,RCL1,C4orf33,GLS2,SEPT4,MAP1A,INIP
1383,S100P,FKBP5,NFKBIL1,ELOF1,CTNND1,RP11-544A12.4,ZNF594,RP11-359I18.5,UBLCP1
1384,SH3BGRL2,MUM1,CD82,PLA2G12A,SAMD1,RP11-110I1.14,ASAP2,ZNF425,GPATCH4
1385,AP003419.16,RPL39L,GLTP,FBXO21,PLEKHA1,NUDT12,C1QC,RP11-178L8.7,ISOC1
1386,PHF14,NME6,C9orf69,ABHD5,SARS,SCIN,LY6G5B,SCIN,NARG2
1387,DIDO1,GARS,CRLS1,RIT1,PCDH9,PPT2-EGFL8,AC137932.6,OMG,USP36
1388,C16orf58,LMF2,ACADM,OXLD1,CBX5,TACR2,RP11-378J18.3,CCDC3,TCEAL8
1389,FAM120A,KIR3DL2,C14orf80,CYP27A1,ARSD,RP11-159H10.3,SCN1B,RP11-247A12.2,THAP2
1390,GGA3,ZNF836,DHX15,R3HDM1,TUBB1,ZNF433,CTD-3214H19.4,NCKAP1,CHI3L2
1391,USP8,BCDIN3D,DNAJC2,PARVB,ERI3,HRASLS,RP11-294J22.6,LCN2,C12orf45
1392,FASTKD1,PEX16,MLLT10,CIDEB,RP11-727F15.9,CLECL1,SYP,RBL1-1,RCE1
1393,LONRF1,USP36,GTPBP6,GLTP,NCOR2,SYTL4,ARHGAP6,SERPINE1,ATXN7L3B
1394,MRPS18A,N4BP2L1,CAPN12,DEDD,DNAJC10,LRRC24,RP5-827C21.4,CTD-2012J19.3,RMDN3
1395,AC147651.3,DHX15,TCEAL8,PDZD11,PLEKHJ1,SPOCD1,RASD1,SPOCD1,MRS2
1396,FCGR3B,ENTPD3-AS1,BET1,CEP164,WDR37,FAM209A,TMEM87A,NRN1L,TLE4
1397,ELANE,PIGX,COMMD4,PACSIN2,MVB12A,RBL1-1,CTNND1,RP11-490M8.1,UBA5
1398,COLGALT2,MINA,RBM5,GPKOW,ARSG,RP11-178L8.7,RP11-66N24.3,RP11-196G11.2,BLNK
1399,ARVCF,BNIP2,RCHY1,MLLT10,CDC16,RP11-420A6.2,RP11-421L21.3,AL928742.12,SPIB
1400,LINC00494,B4GALT4,SMARCD1,C1GALT1C1,ZMAT3,NCKAP1,CARS,LRRC24,HCCS
1401,PDZK1IP1,GBP4,COMMD10,EMG1,STX16,TAL1,ING5,RP11-977G19.12,BCL2A1
1402,RIN2,ANAPC4,IDH1,NUP54,MACROD2,MEIS1,LGALSL,GLS2,UBIAD1
1403,SMIM5,SNX17,GSTZ1,COPS4,SERPINF1,BEND2,CTD-2012K14.7,NUDT12,OAS1
1404,LINC00984,SLC40A1,HELQ,C1QA,GRPEL1,RP11-359I18.5,RP11-219B4.7,KCNH3,PPP6C
1405,RSPH9,ACBD3,SNRNP35,USP20,HDDC3,FRMPD3,ELANE,PLIN5,PEX19
1406,EFCAB4A,CTNNBL1,C3orf38,SPRTN,MRPL42,NRN1L,LINC00984,RP11-420A6.2,NR2C2AP
1407,RP11-545I5.3,PHF12,AKAP8,PURA,SNAP47,NPPA-AS1,PBLD,RP11-159H10.3,STAMBP
1408,LGALSL,C9orf37,GZMM,HDAC2,EXOC6,RP11-977G19.12,PDZK1IP1,CCDC163P,RP11-18H21.1
1409,RP11-219B4.7,TMEM116,NME6,PRKCD,STAMBP,RP11-490M8.1,RIN2,CTD-2541M15.1,RAB34
1410,TTC8,ACADVL,TMEM138,CASC3,CITED4,RP11-196G11.2,ZNF587B,RP11-211G3.2,AP003733.1
1411,CCP110,JAKMIP1,ARL2BP,DNMT3A,NME3,CCDC163P,OTOF,SYTL4,KLHL24
1412,BNIP2,SDAD1,VTI1A,DHX9,PYGO2,RP11-77H9.2,RP11-314N13.3,KRTAP5-AS1,SGK1
1413,FAM96A,CSRP1,SNCA,C12orf45,DENND6A,SOX13,CTD-2537I9.12,AC068580.6,RETN
1414,PRDX4,MRPS23,GARS,BEX4,ZNF561,AL928742.12,SMIM5,HRASLS,CASC3
1415,MADD,TRUB2,PNRC1,MFSD1,TNFRSF17,RP4-773N10.4,INPP5A,FRMPD3,CCDC124
1416,ARL4A,IRAK4,SYVN1,AC093323.3,CTC-378H22.1,RP11-356N1.2,RSPH9,NPPA-AS1,NABP1
1417,IP6K1,PGM2L1,GINM1,PSMB8,DHX8,BHLHE40-AS1,ENKUR,SEC14L5,FBXO25
1418,REEP3,TCTA,SETX,SEPT11,TNRC18,CCDC3,IPO9-AS1,BHLHE40-AS1,RCHY1
1419,RP11-488C13.5,C16orf58,MARCH6,KIAA0196,AAR2,CTD-2541M15.1,SLC4A8,RP11-356N1.2,ADPRM
1420,ZNF106,TNFRSF13C,C18orf21,GMPR,RNF26,AC068580.6,C5AR2,RP11-77H9.2,SMARCC2
1421,SERAC1,F2R,CLEC2B,ST7L,QRICH1,SEC14L5,hsa-mir-1199,CTC-260E6.6,ATAD1
1422,ESAM,MLLT11,RPN2,AAGAB,ATP5SL,KRTAP5-AS1,ITGB3,RAB12,RIOK2
1423,RP11-398C13.6,RCHY1,TBPL1,TMEM55A,FAM210B,LCN2,TMEM60,TACR2,ACTL6A
1424,EGFL7,PAICS,SMARCD3,MAPK1IP1L,NDUFA10,CTC-260E6.6,ZNF626,RP4-684O24.5,WTAP
1425,C2orf88,RP11-349A22.5,FOSL2,RAD23A,SLC6A6,RAB12,SREBF1,PPT2-EGFL8,HOOK2
1426,KIAA0040,STX18,QRICH1,GGNBP2,MANBA,SERPINE1,AC113189.5,C10orf25,PELI1
1427,KCNQ1OT1,ANKRD27,SIAH2,FAM210B,RABL2B,CCDC62,KDM3B,SOX13,RABL6
1428,CTNND1,METTL3,MAT2A,FRAT1,PIGF,RP11-247A12.2,PIGL,EXOC4,CISD1
1429,C4orf33,TRMT61A,PLAGL2,SF3B1,HDAC5,RP4-684O24.5,SIK1,ASXL2,FCRLA
1430,COL6A2,TRIT1,ODC1,UBIAD1,ASXL2,IL16,TGFB1I1,RAB21,PBRM1
1431,CDKN2A,LYPLA1,QSOX1,FAM32A,GGA3,NEK8,RP11-1000B6.3,ARMC7,CBX5
1432,AC074138.3,KPNA1,SIK1,PPBP,GSTZ1,TREML2,SNTA1,CEP85L,SMCHD1
1433,YPEL3,RP11-727F15.9,CSRP1,MRPL42,BLM,USP30,RP11-219B17.1,AURKC,CCDC66
1434,CMTM5,PYGO2,FCGR1B,ISY1,FAM212A,PHACTR4,CLDN5,CACNA1C-AS1,GOSR2
1435,TM7SF3,POMT1,RFC2,RNF113A,CTD-2267D19.2,SAMD14,GPR84,CTC-454I21.3,FCGR1A
1436,PITPNM1,ATXN10,NARS,KARS,CHN2,RP11-10K16.1,HP,RP11-308N19.1,CCT7
1437,FSTL1,RABEP2,LBR,RNF14,GMPPA,AURKC,RP11-527L4.5,WNT5B,PNPLA8
1438,HP,GRPEL1,NFATC1,GLRX3,SH3GLB1,RP11-308N19.1,HGD,KCNJ14,IL23A
1439,GPR84,HOOK2,RAB8B,TOP2B,ATXN3,ANKRD50,PLA2G4C,C15orf26,PGRMC2
1440,YES1,TOP1MT,RARA,RAB8B,CEPT1,AC010894.5,FSTL1,ANKRD50,KIAA1430
1441,CLDN5,TAF12,LIMD2,PEX19,SYVN1,CTC-454I21.3,CD274,TDRP,ZNF92
1442,CTTN,AC093323.3,CORO7,CCDC22,POLR2E,RP4-781K5.2,CTC-428G20.6,NEUROD2,GNS
1443,CXCR1,MAP2K7,ZNF688,NFE2L2,ZNF330,C15orf26,TEX2,CTC-444N24.6,C12orf10
1444,CTC-428G20.6,ZNF493,TOMM40,PLA2G7,ASB8,GATA2,TNS1,RP11-215G15.5,USP33
1445,HSPB11,STAMBP,ANAPC13,PRPF31,PTGS1,AK4,HOMER2,ABCG2,NUP54
1446,ST20,MMD,PTAFR,ISCA2,PRPF8,NEDD4,CTTN,RNASE3,CD72
1447,TGFBRAP1,KCNQ1OT1,PGM2,GFER,SLC27A1,CTC-444N24.6,CRIP3,HIST1H4I,P2RY10
1448,DHRS4,ISOC1,RAB34,MPHOSPH10,MRPS12,CACNA1C-AS1,CTD-2015H6.3,RP11-932O9.7,HENMT1
1449,ZNF718,WDR55,AP003733.1,ALG5,MLLT10,NEUROD2,RP11-432I5.1,SUOX,NKIRAS2
1450,NT5C3A,ZCCHC9,CLEC10A,RP11-589C21.6,GOLGB1,TEX12,FADS1,TEX12,USP8
1451,ARG2,TMEM87B,MAEA,TREX1,UBLCP1,KCNJ14,LTB4R,AC007879.7,ZCCHC10
1452,RAB38,PI4KB,DOK3,SDPR,SPEN,ABCG2,DHX8,NEDD4,PPIE
1453,PRRG4,SNRNP27,TMEM189,RAMP1,BACE2,VIL1,ZNF333,RP13-270P17.1,OAT
1454,PXMP4,MIS18A,TMEM242,YWHAG,ICOSLG,LNP1,ZNF232,RP4-781K5.2,VTI1A
1455,HCCS,TCF12,NAT9,ORMDL2,ENHO,RP11-932O9.7,AGA,VIL1,PRPS2
1456,CDV3,MNAT1,DDX1,CLU,CPNE5,RP13-270P17.1,FCER1A,CCDC153,MALT1
1457,MYO1E,ORMDL2,CD9,KLRC1,ZNF397,CTD-2227I18.1,ZNF561,IFT81,DNAJA3
1458,PROK2,RRAGC,FAM120A,CECR5,USP33,AC007879.7,RFPL2,AK4,UQCRC1
1459,CXCL3,PGRMC2,ZAP70,NFKBIL1,NARG2,RP11-421L21.3,EML6,TMPRSS11E,STAU1
1460,CTD-2368P22.1,SLC4A7,GFER,KIR3DL2,SMC2,BLZF1,SPATA7,SAMD14,HLA-DOB
1461,CLEC4C,C12orf45,TNNI2,SAMD4B,VTI1A,FAM43A,CXCL3,LNP1,NIT1
1462,LY6G6F,DCAF5,MRPS18A,TMBIM6,NFATC1,PCDH9,WDFY3,CTD-2227I18.1,PRKACB
1463,SLC22A4,TAF10,NIT2,SNRNP35,RP5-1073O3.7,EIF3D,RP11-142C4.6,AC010894.5,PLCB2
1464,BIRC5,PGM2,PPIG,YIPF5,SETD5,PDIA5,MYO1E,RP13-314C10.5,GLB1
1465,RP11-960L18.1,ANAPC13,MPC2,PPIL2,TMEM18,LINC00662,PROK2,NXT2,TM7SF3
1466,LAMP2,RARS,PRSS23,HDLBP,SAMD4B,VSIG10L,PLCL1,RASGRP4,RARS
1467,UIMC1,PDXDC1,PRPF8,ZMAT5,CUL4B,ARHGAP11A,FAXDC2,GPR55,SMARCA4
1468,SENP2,PSMG2,ZNF467,USP38,C10orf32,FCGBP,CLEC4C,RP11-324I22.4,STX18
1469,WARS2,MRS2,PAFAH1B1,ACAT2,HBEGF,NIPSNAP3B,CTD-2368P22.1,RAB6B,C16orf74
1470,MRE11A,KIF3A,PPP1R2,IRAK4,ALDH1A1,ATP9A,RP11-960L18.1,PLXNA1,RNF113A
1471,UBE2Q1,ZBTB10,DCAF8,USP36,F13A1,DMPK,SLC22A4,MCM10,CCDC22
1472,BRAT1,MKLN1,HMGXB4,PITPNM1,ARHGDIA,C1orf186,LY6G6F,C1QC,PLEKHF1
1473,DNAJC10,FCRL2,ISOC2,ZNF276,PPA2,ASAP2,PRKAR2B,CTD-3214H19.4,MLLT10
1474,C6orf25,SNAP47,C17orf59,TUBB1,STT3A,ZNF594,WBP2NL,U73166.2,MAP2K7
1475,CXCL10,ZNF567,PLCB2,GPS1,MNAT1,SEPT4,RPH3A,ATP9A,FGL2
1476,TRAPPC12-AS1,MRPS18A,MED30,MARCH2,PRPS2,RAB6B,RP11-701P16.5,C2CD4D,TINF2
1477,TMTC2,DDX56,MAP3K7,TPD52L2,UBXN4,C2CD4D,PGRMC2,CTD-2302E22.4,GUCD1
1478,SETD1B,CASC7,PKN2,DOCK10,GLRX3,RPA4,FAM212A,DNAJC27,SNRNP35
1479,C1orf50,ADAL,RELB,STX4,NAA20,LY6G5B,RGL2,PVALB,GZMK
1480,CASC4,STOML2,TIMMDC1,NKAP,DNMT3A,RP11-879F14.2,QRICH1,RP11-502I4.3,PLEKHA3
1481,ZNF468,SEPT11,CORO1C,HDGF,B4GALT4,RP11-141B14.1,MMD,RP11-294J22.6,DCAF5
1482,FBXW4,HSPB11,TLE4,STK32C,RP11-554J4.1,ARHGAP6,RUNDC1,C1orf186,TIMM22
1483,KLF13,UBA5,HIST1H2AC,CD93,CD163,LINC00957,PIGF,RP11-408A13.4,MRPL1
1484,IRF9,POLR2E,EIF2S1,ACTR6,MAP3K7CL,U73166.2,SSBP1,RP13-753N3.1,PITPNA-AS1
1485,TNFRSF17,CEP120,GNPTAB,MRPL19,HDAC9,RP11-493L12.4,AP003419.16,RP11-252A24.3,PACS1
1486,GMPPA,ERI3,GOLT1B,EPN1,C12orf45,PLXNA1,S100P,ZNF594,C18orf21
1487,TCL1B,ACTR6,PTGDR,MMADHC,PGM2,MYH10,TUBG2,RP11-879F14.2,GPR171
1488,ZNF503,MLLT10,PPP2R3C,TIMM22,CEP68,GPR55,TCL1B,SYP,EXOC4
1489,SCGB1C1,JKAMP,GNS,DDT,AIM2,RP11-502I4.3,TTC28,KDM4A-AS1,MVD
1490,7SK-2,C17orf59,APH1B,C1orf50,NOG,RP11-378J18.3,REPS2,RP11-378J18.3,MRPL42
1491,CAPN12,INTS12,CKS1B,CXCL2,LPGAT1,SMTN,MRVI1-AS1,SEPT4,DDX56
1492,NIT1,BAG5,MRPS23,NPHP3,CTBP2,MCM10,C19orf33,SMTN,SIK1
1493,RHEBL1,ABI2,MVD,FCER1A,FHL1,RP11-408A13.4,AEBP1,LINC00957,DHX15
1494,UBAP2,PIGU,NME3,GNPAT,MAF1,RP11-252A24.3,GNG3,LY6G5B,GLTP
1495,TMEM102,PEX19,GBP4,JKAMP,MYCBP2,CTD-3214H19.4,RP11-178G16.4,ARHGAP11A,TMEM80
1496,OAS3,TFAM,RAB1B,RRAGC,NFE2L2,SDCBP2,ZNF503,DMPK,HMGCL
1497,CLEC1B,UBE3A,SLA,BTN3A1,NCKAP1L,PVALB,SCGB1C1,RP11-493L12.4,ZNF75A
1498,RP11-162G10.5,CASC4,CHIC2,DYNLL2,KDM3B,KDM4A-AS1,ACVR2A,FCGBP,PI4KB
1499,DENND5B,MOCS2,DESI1,TFAM,DDB2,RP11-324I22.4,TRIM23,FZD2,NT5C
1500,IQCE,DDX1,PACSIN2,DDB2,DHX34,DNAJC27,GLTP,NIPSNAP3B,HMBOX1
1501,UBE2D4,SMARCD1,ABT1,MAGEH1,MRPS33,ADAL,TSPAN15,RPA4,NPC2
1502,ALKBH4,THAP2,EMB,GNPTAB,KPNA1,FNTA,TGFBRAP1,CLIP2,LIX1L
1503,TMEM62,HMBOX1,LSM14A,PLEKHJ1,UBIAD1,VMAC,PEX26,AC137932.6,NOL11
1504,LINC01013,LRCH4,MTERFD2,ZFYVE28,TDG,PHF14,TNFRSF25,VSIG10L,ADAM10
1505,U2SURP,RFC5,CCDC22,PLEKHA1,RP11-428G5.5,IDUA,SLC48A1,ARHGAP6,SCGB3A1
1506,DAGLB,RCL1,HPRT1,CPNE2,HMG20A,BRAT1,POLR3K,LBR,C16orf54
1507,GID8,C7orf26,GNPAT,PIGF,CCDC66,FXN,GOLGB1,RABEP2,C7orf26
1508,LSM14B,SAMM50,PIGX,EIF2AK4,FCER1A,ITGB3,TMEM80,ITGB3,SNHG12
1509,NEK8,KIF5B,PTGES2,RFC1,IL23A,RP11-390B4.5,IDH1,RP11-219B4.7,HMGXB4
1510,F11R,NAA20,ITSN2,TOMM40,SNW1,PBLD,RP11-398C13.6,PBLD,CAMK1D
1511,TAF6L,ISY1,ARHGAP24,SLC6A6,ATF7IP2,RP11-314N13.3,PUS7,RP11-314N13.3,ELP6
1512,LRRC59,MALT1,MOB2,TAF10,PACSIN2,SMIM5,EGFL7,C5AR2,SHOC2
1513,IFIT1,DOCK10,PPBP,CLEC2B,TRIM8,ANKS1B,LINC01013,ELANE,PEX16
1514,PTGDS,BOLA1,RCE1,TMEM140,ISOC2,CTD-2012K14.7,GDF11,RIN2,MVB12A
1515,PPP2R3C,IFI27,GRPEL1,CTNNBL1,MMD,MMP9,C2orf88,ARVCF,TRIM14
1516,CCL2,SNX14,NDUFA10,KIAA1430,NF1,ZNF436,ESAM,INPP5A,RAB8B
1517,LILRA4,BET1,EMILIN2,GNS,YTHDC1,RP11-545I5.3,RP11-367G6.3,ANKS1B,SPG7
1518,PALLD,METTL21A,GPR56,PCYT1A,GLTP,LINC00494,SNCA,EFCAB4A,MCM3
1519,NAT9,PCNX,RABL6,PUM1,TMEM80,ARVCF,DAGLB,IPO9-AS1,PRKD2
1520,ANKRD9,RPS19BP1,HNRNPH3,ACADVL,NKIRAS2,ZNF587B,NFAT5,RSPH9,COMMD10
1521,INTS2,RP5-1028K7.2,UBXN4,RP5-1073O3.7,TCEA2,COLGALT2,UBE2Q1,LINC00984,GALK1
1522,SPTSSB,EXOC4,ARID4A,THUMPD3,ACRBP,ELANE,ITSN2,hsa-mir-1199,OSCAR
1523,PKN2,NXT2,RAD23A,PIGX,GBGT1,PAICS,RRAGC,LINC00494,PIGX
1524,ACADM,KRBOX4,ACAT2,DESI1,LRRK2,RNF26,LARS,ZNF587B,TCEA2
1525,MDP1,NR3C1,NFIC,MRPL43,INIP,GOT2,PRELID2,OTOF,TREX1
1526,RHBDD3,NFAT5,TMEM141,RBM4,SPRTN,SLC25A14,RP4-800J21.3,CTD-2012K14.7,NPRL2
1527,CTC-444N24.11,CARHSP1,DSCR3,ATXN10,RP11-589C21.6,CUL4B,LILRA4,ZNF436,MBOAT7
1528,PELI1,SNX9,TMEM55A,DNTTIP1,REEP3,PYGO2,RP1-111C20.4,SLC4A8,ATXN3
1529,ACPP,RP5-1073O3.7,RGS18,PGM1,HDLBP,LIX1L,ARG2,CTD-2537I9.12,MLLT6
1530,GFI1B,CIAPIN1,DDX46,ISOC1,DEDD,RP11-428G5.5,PRRG4,COLGALT2,YWHAE
1531,ANKRD22,CLYBL,PICALM,HBP1,SF3B5,ZNF195,CCL2,RP11-390B4.5,XRRA1
1532,SEPT5,DENND1C,TOP2B,LYRM2,SETD1B,EOGT,ALOX12,LGALSL,SETD5
1533,RP11-145M9.4,SCAPER,GOSR2,POLR2E,MLTK,SNAP47,RP11-70P17.1,ENKUR,EFCAB14
1534,SLC22A18AS,ACTL6A,LTB4R,PMF1,KLHL24,RP11-219B17.1,KLC4,TTC30A,ARL16
1535,CEPT1,TLE4,FAM173A,TMEM138,EMG1,TGFB1I1,SLC2A13,R3HDM1,MAGEH1
1536,EVA1B,USP20,ARL16,PSMC4,TMEM91,CXCR1,ACBD3,ATP8B3,S100A12
1537,TRPM4,CWC27,ARL2,TPM1,TNFRSF13C,FSTL1,DENND5A,TGFB1I1,LGALS3
1538,NMNAT3,TIMM10B,CXXC1,EMB,PAX5,RP11-527L4.5,TASP1,DRAXIN,DEXI
1539,GP9,RBM48,SDCCAG8,PLAGL2,YWHAG,RP1-28O10.1,KIF3A,CTD-2015H6.3,GBP4
1540,MARCH5,ARPP19,MAPK1IP1L,DUSP10,C15orf57,RP11-496I9.1,USP38,POLA1,API5
1541,NFU1,WDR37,SNRNP27,FAAH,MTCH2,HGD,EIF5B,ARHGAP19,FH
1542,CLPX,NUDT5,WDR55,NDUFS1,C16orf54,LINC00886,ZNF567,YES1,ITM2A
1543,CHI3L2,RPUSD2,HAGH,PRPF8,HDAC2,CAMK2N1,PEMT,LINC00886,PLEKHA1
1544,EID2,EHMT2,PHF5A,RFXANK,ADPRM,CRIP3,ACPP,TEX2,THEM4
1545,PTCRA,TRIM14,NRGN,NPRL2,SCGB3A1,AP001462.6,SEPT5,KIF3C,DDT
1546,MYL9,TMEM165,NCOA4,MLLT6,RABL6,DRAXIN,GFI1B,RP11-496I9.1,UTP6
1547,KCNE1,EMG1,SMARCA4,DICER1,MTIF2,TEX2,SLC22A18AS,RPS6KL1,PTGES2
1548,IQCH-AS1,NUDCD1,NR3C1,MLLT11,RP5-887A10.1,RP11-1000B6.3,AC092295.7,CTTN,ATP5SL
1549,FCAR,KLRC1,PLRG1,TMEM242,C1QA,SNTA1,RP3-325F22.5,HGD,KLRB1
1550,CDC42EP3,UIMC1,SGK1,CISD1,SETX,NT5M,CEP128,PLA2G4C,C5orf15
1551,TMEM141,SLC50A1,AKR1C3,AHSA1,CTNNB1,HP,ANKRD22,RP1-28O10.1,PFDN2
1552,SLC19A1,FAM173A,TMEM18,MAEA,STK32C,RPS6KL1,CXCL10,ZNF653,ATXN10
1553,ILF3,PLEKHA3,MRPS12,FOPNL,FH,RP11-432I5.1,TRIM14,CAMK2N1,CDC42EP3
1554,ITGA2B,PRKACB,HSPB11,C4orf3,GLB1,GPR84,CDKN2A,PARS2,IFIT2
1555,RP11-468E2.4,ABHD12,NKIRAS2,DNAJA3,PITPNA-AS1,ZNF653,HDAC9,CTC-428G20.6,CECR5
1556,GLTP,CDC40,TCEA2,C9orf69,RMDN3,CD274,THAP2,CD274,CAMK2G
1557,PCYT1A,MFF,CD160,UBXN1,VIPR1,YES1,DSCR3,TNS1,TDG
1558,HDGF,MARCH5,SAMM50,DNAJC2,THYN1,CTD-2015H6.3,WNK1,CXCR1,CEPT1
1559,FBXO25,CHD7,LYRM2,C14orf80,CR1,HNRNPH3,MRP63,RP11-219B17.1,LTV1
1560,ACADVL,TM7SF3,RGS1,HERPUD2,TBPL1,PRUNE,RCE1,RP11-527L4.5,TSSC1
1561,YPEL2,URGCP,MPV17,RNF168,KCNK6,ZFX,KCNE1,HP,ZNF330
1562,KIR2DL3,MDS2,DMAP1,NAT9,RFC5,MPHOSPH10,LAMP3,RP11-432I5.1,AGA
1563,TMEM40,RP11-421L21.3,TSSC1,SLC35A1,CD9,PJA1,FCAR,FSTL1,ZNF276
1564,BAG5,PLEKHJ1,MARCH2,BRWD1,GRAP,TMEM87A,FCGR3B,CLDN5,LMF2
1565,EDC3,STX16,TCP1,AGPAT1,CD93,LONRF1,CLEC1B,AP001462.6,TNFRSF4
1566,ISY1,ZNF688,EIF5B,WHAMM,REXO2,CXXC1,RP11-162G10.5,DENND5A,DUS3L
1567,LYPD2,ABT1,LRRC59,PLEKHB2,MRPL51,RP4-612B15.3,URB2,LIX1L,GPS1
1568,NCR1,RIOK2,BCL2A1,CITED4,SLC35A1,ZNF682,CDC42BPB,C1orf198,LARS
1569,CLIP1,SMIM14,HDGF,VPS25,DNAJC2,DNAJC10,AC147651.3,PROK2,GINM1
1570,FAM63B,DLST,CDC123,NFIC,FAM127A,RP11-385F7.1,DENND5B,EML6,CCDC174
1571,ARMC7,PPP1R14A,PDZD11,C19orf52,TRAPPC3,RFPL2,GOT2,CTB-152G17.6,ZCCHC9
1572,MED9,DIAPH1,C15orf57,COMMD4,KLF11,RP11-142C4.6,RPUSD4,UBE2C,MID1IP1
1573,SPARC,POLR3E,DPY30,SLC35A2,TBC1D23,BIRC5,ZNF493,LY6G6F,PRAF2
1574,RP11-164H13.1,SAFB2,JKAMP,QSOX1,GAS2L1,TPM2,TAF6L,WDFY3,GGA2
1575,AP001189.4,TSSC1,EIF1AY,SNCA,SMPDL3A,THBS1,SARDH,THBS1,CPQ
1576,ATP5SL,HBP1,PRKACB,CAMK2G,CXCL2,PROK2,CMTM5,PLCL1,SDCCAG8
1577,KLHL24,ARL16,RABIF,RPN2,RBPJ,UBE2C,LINC00342,SAMD12,BTN3A1
1578,NKAP,HMGCL,RPUSD3,NUDT1,PLA2G12A,LY6G6F,TMEM40,CTD-2368P22.1,FOLR3
1579,JAZF1,CBX5,C16orf74,ACAP1,PARVB,SAMD12,DHX34,RFPL2,WHAMM
1580,GLYCTK,DIDO1,SDAD1,RARA,IFFO1,RP11-960L18.1,PDIK1L,RP11-701P16.5,SNRNP27
1581,ENHO,GPKOW,N4BP2L1,MPV17,CKS1B,EML6,DNAJA3,RPH3A,RWDD4
1582,ADAM10,LYRM4,PARVB,LPIN1,DHRS4,C1orf198,TTN-AS1,FAXDC2,DENND1C
1583,MVD,GIMAP2,MFSD10,CRIP2,SCAI,CTB-152G17.6,AIM2,RP11-385F7.1,ATP5C1
1584,DICER1,HDDC3,SEC31A,SGK1,IGJ,FAXDC2,CASC4,RP1-315G1.3,PPP1R8
1585,XPNPEP1,TBC1D15,ZNF593,NAA20,CSRP1,C16orf54,ATG7,BIRC5,CDC37
1586,PBRM1,GGA2,KLRB1,LRRC8C,DDX46,CTC-444N24.11,KLF11,WBP2NL,CRIP2
1587,ELL,COMMD10,OAS3,GOLT1B,TIMMDC1,LTV1,UBIAD1,C7orf26,LPIN1
1588,MAP3K7CL,PLA2G12A,DIAPH1,NRGN,NSMAF,OBSCN,HIST1H2BJ,LPGAT1,MLEC
1589,TSC22D1,DERL1,BAZ2A,TIMM10B,PRKCB,ZMAT3,PMEPA1,S100P,MED30
1590,C16orf74,CEP68,ERI3,FCGR1B,PCYT1A,SH3BGRL2,INTS2,AP003419.16,PITHD1
1591,STK11IP,RAB7A,XCL1,CTBP2,RGS18,ZNF503,GP1BA,7SK-2,SDHAF2
1592,ABHD5,ERV3-1,CD72,FAM120A,MAP2K7,RP11-178G16.4,AP001189.4,ACVR2A,GLRX3
1593,TRMT61A,SPG20,MYO9B,GALT,KCNQ1OT1,7SK-2,TNRC18,SH3BGRL2,TIMM10B
1594,CNEP1R1,TBCB,HDLBP,PCNX,IDH1,TUBG2,HCFC2,SCGB1C1,ZCCHC11
1595,TSPAN33,RBM5,FKBP3,PCNA,CDC40,AP003419.16,KIAA0125,LRRIQ3,CHD2
1596,CDK19,SH3KBP1,DNTTIP1,PTAFR,SIN3A,TTC28,MANBA,HIST1H1B,TMEM208
1597,MTCH2,FHL1,PPIF,MDP1,SH3KBP1,ATAD3C,RWDD4,FBXL14,FXN
1598,ECHDC1,TDG,RASGRP2,ADAM10,MADD,TCL1B,BRAT1,ZNF841,PIK3R1
1599,THUMPD3,ZCCHC10,FCRL6,SPG20,ARRDC3,AEBP1,FAM127A,ATAD3C,RAB7A
1600,FAM212A,C1GALT1C1,WNK1,PPA2,LMF2,GNG3,GP9,TUBG2,CXXC1
1601,BLM,MRPL42,SPIB,EFCAB14,ISG20L2,HIST1H1B,NMNAT3,MRVI1-AS1,NUPL2
1602,GOSR2,TASP1,PRKACA,PCGF1,SNCA,RFC5,USP30,REPS2,CD47
1603,TREML1,EIF2B1,TMX2,PSMD14,BET1,KIAA0196,RELB,TCL1B,XXbac-BPG299F13.17
1604,C1QB,NBR1,IGLL5,CLEC10A,PLA2G7,SMC2,ORC2,RP11-178G16.4,GOLT1B
1605,DIAPH1,MZB1,SH2D1A,CD160,ABHD5,C9orf37,ATP10D,TTC28,MARCH5
1606,RARA,TBPL1,IL17RA,AP3M2,USP36,ING5,PRUNE,GNG3,RPUSD3
1607,PSMB6,NR2C2AP,FH,ATP6V0E1,GINM1,ARMCX5,CPNE2,CEP68,PRR5
1608,ATG7,NDUFB8-1,SLBP,RASGRP4,ICOS,BACE2,PDXDC1,RPUSD4,PARL
1609,TYW5,UBLCP1,PPA2,STOML2,MZB1,MTRF1,RNF14,GDF11,SDAD1
1610,WDYHV1,POLD2,STX18,EMILIN2,NABP1,ICOSLG,NSMAF,ESAM,LYRM4
